225,17Networks_RH_SomMotA_2,74,131,174,0,3,
226,17Networks_RH_SomMotA_3,74,131,175,0,3,
227,17Networks_RH_SomMotA_4,74,131,176,0,3,
228,17Networks_RH_SomMotA_5,74,131,177,0,3,
229,17Networks_RH_SomMotA_6,74,131,178,0,3,
230,17Networks_RH_SomMotA_7,74,131,179,0,3,
231,17Networks_RH_SomMotA_8,74,131,180,0,3,
232,17Networks_RH_SomMotA_9,74,131,182,0,3,SomatoMotorA
233,17Networks_RH_SomMotA_10,74,131,183,0,3,
234,17Networks_RH_SomMotA_11,74,131,184,0,3,
235,17Networks_RH_SomMotA_12,74,131,185,0,3,
236,17Networks_RH_SomMotA_13,74,131,186,0,3,
237,17Networks_RH_SomMotA_14,74,131,187,0,3,
238,17Networks_RH_SomMotA_15,74,131,188,0,3,
239,17Networks_RH_SomMotA_16,74,132,181,0,3,
240,17Networks_RH_SomMotA_17,74,132,182,0,3,
241,17Networks_RH_SomMotA_18,74,132,183,0,3,
242,17Networks_RH_SomMotA_19,74,132,184,0,3,
243,17Networks_RH_SomMotA_20,74,132,185,0,3,
244,17Networks_RH_SomMotB_Aud_1,47,205,158,0,4,
245,17Networks_RH_SomMotB_Aud_2,47,205,159,0,4,
246,17Networks_RH_SomMotB_Ins_1,47,205,160,0,4,
247,17Networks_RH_SomMotB_S2_1,47,205,161,0,4,
248,17Networks_RH_SomMotB_S2_2,47,205,162,0,4,
249,17Networks_RH_SomMotB_Aud_3,47,205,163,0,4,
250,17Networks_RH_SomMotB_S2_3,47,205,165,0,4,
251,17Networks_RH_SomMotB_S2_4,47,205,166,0,4,SomatoMotorB
252,17Networks_RH_SomMotB_S2_5,47,205,167,0,4,
253,17Networks_RH_SomMotB_S2_6,47,205,168,0,4,
254,17Networks_RH_SomMotB_S2_7,47,205,169,0,4,
255,17Networks_RH_SomMotB_S2_8,47,205,170,0,4,
256,17Networks_RH_SomMotB_Cent_1,47,205,171,0,4,
257,17Networks_RH_SomMotB_Cent_2,47,206,164,0,4,
258,17Networks_RH_SomMotB_Cent_3,47,206,165,0,4,
259,17Networks_RH_DorsAttnA_TempOcc_1,78,156,60,0,5,
260,17Networks_RH_DorsAttnA_TempOcc_2,78,156,62,0,5,
261,17Networks_RH_DorsAttnA_TempOcc_3,78,156,63,0,5,
262,17Networks_RH_DorsAttnA_ParOcc_1,78,156,64,0,5,
263,17Networks_RH_DorsAttnA_ParOcc_2,78,156,65,0,5,
264,17Networks_RH_DorsAttnA_ParOcc_3,79,155,58,0,5,
265,17Networks_RH_DorsAttnA_SPL_1,79,155,59,0,5,
266,17Networks_RH_DorsAttnA_SPL_2,79,155,60,0,5,
267,17Networks_RH_DorsAttnA_SPL_3,79,155,62,0,5,DorsalAttention A
268,17Networks_RH_DorsAttnA_SPL_4,79,155,63,0,5,
269,17Networks_RH_DorsAttnA_SPL_5,79,155,64,0,5,
270,17Networks_RH_DorsAttnA_SPL_6,79,155,65,0,5,
271,17Networks_RH_DorsAttnA_SPL_7,79,155,66,0,5,
272,17Networks_RH_DorsAttnA_SPL_8,79,155,67,0,5,
273,17Networks_RH_DorsAttnB_TempOcc_1,5,118,15,0,6,
274,17Networks_RH_DorsAttnB_PostC_1,5,118,13,0,6,
275,17Networks_RH_DorsAttnB_PostC_2,5,118,14,0,6,
276,17Networks_RH_DorsAttnB_PostC_3,5,118,16,0,6,
277,17Networks_RH_DorsAttnB_PostC_4,5,118,17,0,6,
278,17Networks_RH_DorsAttnB_PostC_5,5,118,18,0,6,
279,17Networks_RH_DorsAttnB_PostC_6,5,118,19,0,6,DorsalAttention B
280,17Networks_RH_DorsAttnB_PostC_7,5,118,20,0,6,
281,17Networks_RH_DorsAttnB_PostC_8,5,118,21,0,6,
282,17Networks_RH_DorsAttnB_FEF_1,5,119,15,0,6,
283,17Networks_RH_DorsAttnB_FEF_2,5,119,16,0,6,
284,17Networks_RH_DorsAttnB_FEF_3,5,119,17,0,6,
285,17Networks_RH_SalVentAttnA_ParOper_1,200,58,250,0,7,
286,17Networks_RH_SalVentAttnA_ParOper_2,200,58,251,0,7,
287,17Networks_RH_SalVentAttnA_ParOper_3,200,58,252,0,7,
288,17Networks_RH_SalVentAttnA_PrC_1,200,57,251,0,7,
289,17Networks_RH_SalVentAttnA_Ins_1,199,58,248,0,7,
290,17Networks_RH_SalVentAttnA_Ins_2,199,58,249,0,7,
291,17Networks_RH_SalVentAttnA_Ins_3,199,58,251,0,7,
292,17Networks_RH_SalVentAttnA_Ins_4,199,58,252,0,7,
293,17Networks_RH_SalVentAttnA_FrOper_1,199,58,253,0,7,
294,17Networks_RH_SalVentAttnA_FrOper_2,199,58,254,0,7,Salience/ven Attn A
295,17Networks_RH_SalVentAttnA_FrOper_3,199,58,255,0,7,
296,17Networks_RH_SalVentAttnA_FrMed_1,199,58,247,0,7,
297,17Networks_RH_SalVentAttnA_ParMed_1,199,58,250,0,7,
298,17Networks_RH_SalVentAttnA_ParMed_2,196,51,249,0,7,
299,17Networks_RH_SalVentAttnA_FrMed_2,196,52,242,0,7,
300,17Networks_RH_SalVentAttnA_ParMed_3,196,52,243,0,7,
301,17Networks_RH_SalVentAttnA_ParMed_4,196,52,244,0,7,
